Project,Source Repo,Source Sha,Dist Repo,Dist Sha,Status,Last Success Timestamp,Pkg NVR
python-oslo-rootwrap,git://git.openstack.org/openstack/oslo.rootwrap,c2f337b9b6ddf35b704d28f4a5facbbe1d37225d,https://github.com/rdo-packages/oslo-rootwrap-distgit.git,af3cdcfb3e97520f937be538691da9bae6bd8158,SUCCESS,1480673806,python-oslo-rootwrap-5.3.0-0.20161202101820.c2f337b.el7.centos
python-oslo-serialization,git://git.openstack.org/openstack/oslo.serialization,1dc9e0de3c76e526b5ab2a107458d82f3abd0a95,https://github.com/rdo-packages/oslo-serialization-distgit.git,ac2cf3ffe3380749e378e6e0e930bc44daba82d1,SUCCESS,1481123897,python-oslo-serialization-2.15.0-0.20161207151959.1dc9e0d.el7.centos
python-oslo-middleware,git://git.openstack.org/openstack/oslo.middleware,6feaa13610c450c8486f969703768db5319b4846,https://github.com/rdo-packages/oslo-middleware-distgit.git,0c3bd49c6d84c70164a2fa2b2d2779078623cf3c,SUCCESS,1481206745,python-oslo-middleware-3.22.0-0.20161208141929.6feaa13.el7.centos
python-oslo-db,git://git.openstack.org/openstack/oslo.db,e8e2421f8bc7ae861061bc5cef89934e0bccfdaf,https://github.com/rdo-packages/oslo-db-distgit.git,24471143a9f55c174b3dd4e663f98ef7dc0b9fe4,SUCCESS,1481207021,python-oslo-db-4.16.0-0.20161208142520.e8e2421.el7.centos
python-oslo-utils,git://git.openstack.org/openstack/oslo.utils,0e99039d4216d710411c4df67b47b4a11ef8e1b9,https://github.com/rdo-packages/oslo-utils-distgit.git,03964cc17cdfc3e46eba50933b94a3910370003c,SUCCESS,1481207538,python-oslo-utils-3.20.0-0.20161208143353.0e99039.el7.centos
python-oslo-vmware,git://git.openstack.org/openstack/oslo.vmware,e0fb3094f2b6347f38fff009073b95e8a15bcf89,https://github.com/rdo-packages/oslo-vmware-distgit.git,9f4be301b222f256d7bc718fed5388b6558f49b5,SUCCESS,1481125352,python-oslo-vmware-2.16.0-0.20161207154256.e0fb309.el7.centos
python-oslo-context,git://git.openstack.org/openstack/oslo.context,b788a184a05edef5b3d8a6f9ee84ea366c847196,https://github.com/rdo-packages/oslo-context-distgit.git,e2fa636a26fb6ea5755f7a6c13ea9d4385a82df0,SUCCESS,1481124126,python-oslo-context-2.11.0-0.20161207152340.b788a18.el7.centos
python-oslo-log,git://git.openstack.org/openstack/oslo.log,92f87422ad1f013b96ffdca51e6dad1737e9905f,https://github.com/rdo-packages/oslo-log-distgit.git,6723c0d4adf9133ef03f3bd153c45cfbf21c3cce,SUCCESS,1481207377,python-oslo-log-3.19.0-0.20161208143119.92f8742.el7.centos
python-oslo-policy,git://git.openstack.org/openstack/oslo.policy,f56b767dddea4736ce6097177ee599786665141e,https://github.com/rdo-packages/oslo-policy-distgit.git,565bb93922819eaae7215e97c1a5a953ed66d5c8,SUCCESS,1481125582,python-oslo-policy-1.17.0-0.20161207154758.f56b767.el7.centos
python-oslo-versionedobjects,git://git.openstack.org/openstack/oslo.versionedobjects,1d0de80f738b3202b33e2ab168879f31e2e20745,https://github.com/rdo-packages/oslo-versionedobjects-distgit.git,42f6187e7eb8b53053c7feabbc24918bdfb98905,SUCCESS,1481207196,python-oslo-versionedobjects-1.20.0-0.20161208142826.1d0de80.el7.centos
python-oslo-service,git://git.openstack.org/openstack/oslo.service,09d051b9f96ede95412c40a4c8320919ad152808,https://github.com/rdo-packages/oslo-service-distgit.git,c932bdc21740085bc141025e4bb1b65f3575cf17,SUCCESS,1480673657,python-oslo-service-1.18.0-0.20161202101557.09d051b.el7.centos
python-oslo-reports,git://git.openstack.org/openstack/oslo.reports,caf139164fd6c38b75d4c16f30c117e16582fe61,https://github.com/rdo-packages/oslo-reports-distgit.git,23ad8e64919b7ed77a9d195e737a0a1c765d49b2,SUCCESS,1481124712,python-oslo-reports-1.16.0-0.20161207153328.caf1391.el7.centos
python-oslo-privsep,git://git.openstack.org/openstack/oslo.privsep,8c2c6b254a61a6614ef6910618b7b11af0c7cebd,https://github.com/rdo-packages/oslo-privsep-distgit.git,99794616173ac952f7b21120553fb4821f3047cc,SUCCESS,1480673570,python-oslo-privsep-1.15.0-0.20161202101321.8c2c6b2.el7.centos
python-stevedore,git://git.openstack.org/openstack/stevedore,555bc479316abf8b9c5798b466f2d65deee34f50,https://github.com/rdo-packages/stevedore-distgit.git,3602fd7175ee71bdfe56d18dbd70f6a7422f6ea4,SUCCESS,1481206892,python-stevedore-1.19.1-0.20161208142308.555bc47.el7.centos
python-castellan,git://git.openstack.org/openstack/castellan,abf5584dd0f83a5e70f8c6417f5d5e7e13f8d848,https://github.com/rdo-packages/castellan-distgit.git,22863474bf2051aed0cb9a593024a5a1cf1ced91,SUCCESS,1475532879,python-castellan-0.4.0-0.20161003221458.abf5584.el7.centos
python-taskflow,git://git.openstack.org/openstack/taskflow,5a65db965165e885a24e99cb588bbe200f5859cb,https://github.com/rdo-packages/taskflow-distgit.git,45155edca6d2bf716cca4a8a3ba02a9f0135a3c6,SUCCESS,1481124850,python-taskflow-2.8.0-0.20161207153556.5a65db9.el7.centos
python-pycadf,git://git.openstack.org/openstack/pycadf,d94f1b4186011170dc8e7de47e044eac5ef46fb3,https://github.com/rdo-packages/pycadf-distgit.git,b33c8a1c75748fa1a2598f42eb7f328308da5c5e,SUCCESS,1475530883,python-pycadf-2.4.0-0.20161003214141.d94f1b4.el7.centos
python-debtcollector,git://git.openstack.org/openstack/debtcollector,bd2a83642564766d73fa4a561ba1ca1af728a3e3,https://github.com/rdo-packages/debtcollector-distgit.git,2c992bb60d72b741ed3364540b87eec714ff44af,SUCCESS,1481124260,python-debtcollector-1.10.0-0.20161207152555.bd2a836.el7.centos
python-automaton,git://git.openstack.org/openstack/automaton,3c9251ccf8631cd091143ae4d69bba57ccddedfc,https://github.com/rdo-packages/automaton-distgit.git,99ca4dd38541ff92482bd34871a6a5506152d602,SUCCESS,1481124393,python-automaton-1.6.0-0.20161207152812.3c9251c.el7.centos
python-cliff,git://git.openstack.org/openstack/cliff,4c367b433bb53c8ef23e7ea737260b0695cc2735,https://github.com/rdo-packages/cliff-distgit.git,7a36b113e9411914bd76d33d326d946c734d4ff2,SUCCESS,1479382022,python-cliff-2.3.0-0.20161117112725.4c367b4.el7.centos
python-futurist,git://git.openstack.org/openstack/futurist,d38f4ccf02a6898d3e586a09bc1eceb3982f07fb,https://github.com/rdo-packages/futurist-distgit.git,934bf31ba3825cfd4c088dd1ff3b5f750a4e492a,SUCCESS,1480674088,python-futurist-0.20.0-0.20161202102301.d38f4cc.el7.centos
python-cursive,git://git.openstack.org/openstack/cursive,d5e395cc351911ca1f2ffd0446986912309f87a0,https://github.com/rdo-packages/cursive-distgit.git,3e7a13b92c955be3d51e0b9382a55b6a05ad1ad5,SUCCESS,1475535114,python-cursive-0.1.1-0.20161003225214.d5e395c.el7.centos
python-hacking,git://git.openstack.org/openstack-dev/hacking,08782af8691594b3c90540f45ce015932b7c0968,https://github.com/rdo-packages/hacking-distgit.git,8847df0c9d73dc8520abde8848ac079005b9a9dd,SUCCESS,1481054395,python-hacking-0.13.1-0.20161206200138.08782af.el7.centos
python-wsme,git://git.openstack.org/openstack/wsme,42e1239e9d3d93d80532f13c8fedf477671da006,https://github.com/rdo-packages/wsme-distgit.git,bf7b06daf579e622c315a2e8ff2e6e3055cb55e3,SUCCESS,1475530261,python-wsme-0.8.1-0.20161003213120.42e1239.el7.centos
openstack-packstack,git://git.openstack.org/openstack/packstack,3f9ce20d7edead28bd272ec8b2140ccb43864adf,https://github.com/rdo-packages/packstack-distgit.git,ff76c33dfa403f01da1f7f23821fe7faf70fff18,SUCCESS,1480514273,openstack-packstack-10.0.0-0.20161130135829.3f9ce20.el7.centos
openstack-puppet-modules,git://github.com/redhat-openstack/openstack-puppet-modules,8c758d68f81a9a8b918d690928989cb3ecf7ab94,https://github.com/rdo-packages/openstack-puppet-modules-distgit.git,fc04dec45302fd947296578910f35eea674c288c,SUCCESS,1475528009,openstack-puppet-modules-9.3.0-0.20161003205338.8c758d6.el7.centos
openstack-tripleo-common,git://git.openstack.org/openstack/tripleo-common,7d1756f307bbffa64f3b38047848fd439ca9987f,https://github.com/rdo-packages/tripleo-common-distgit.git,d5612b91dbf9a4ae20599c0776892655103176a6,SUCCESS,1481452669,openstack-tripleo-common-5.6.1-0.20161211103919.7d1756f.el7.centos
openstack-tripleo-ui,git://git.openstack.org/openstack/tripleo-ui,e204ae1cede9d19a1e98a05dff2e91e0649f4382,https://github.com/rdo-packages/tripleo-ui-distgit.git,a16b4e19d149fe334cccc817c57287357ce23b4a,SUCCESS,1481218523,openstack-tripleo-ui-2.0.0-0.20161208173656.e204ae1.el7.centos
python-osprofiler,git://git.openstack.org/openstack/osprofiler,8027a1d3b7e7b0d3cb7fbccecc20a173cc5b9ddb,https://github.com/rdo-packages/osprofiler-distgit.git,d9b236ccb04581c2439833db7b61a30f25e09474,SUCCESS,1480414361,python-osprofiler-1.4.0-0.20161129101420.8027a1d.el7.centos
python-networking-arista,git://git.openstack.org/openstack/networking-arista,cc0003c3adfb1a4cf5b7d58fe43c9a3340155413,https://github.com/rdo-packages/networking-arista-distgit.git,e49ee537fc14ca242c3c0b1b99413e444452d5f6,SUCCESS,1480963753,python-networking-arista-2016.2.1-0.20161205185052.cc0003c.el7.centos
python-networking-mlnx,git://git.openstack.org/openstack/networking-mlnx,180c5f7b225027d2f4ce4d89199100bc3245490a,https://github.com/rdo-packages/networking-mlnx-distgit.git,9d2f7f304df5d1d778aa326d0fc603b11fe42910,SUCCESS,1480514091,python-networking-mlnx-0.0.1-0.20161130135637.180c5f7.el7.centos
python-networking-odl,git://git.openstack.org/openstack/networking-odl,59a8d3dd433aea45130be56ead0eb22fa4e7b8dc,https://github.com/rdo-packages/networking-odl-distgit.git,66083417a5a17aff3f43c9b6a4bbc3e16ab85bc2,SUCCESS,1481354403,python-networking-odl-3.1.1-0.20161210072150.59a8d3d.el7.centos
python-networking-vmware-nsx,git://git.openstack.org/openstack/vmware-nsx,04730c324c2db635a08c28d40ae346325ac3911e,https://github.com/rdo-packages/vmware-nsx-distgit.git,1164d4c07d91ef7df484915fb41fb8d106eef231,SUCCESS,1481447965,python-networking-vmware-nsx-0.0.2-0.20161211092112.04730c3.el7.centos
python-vmware-nsxlib,git://git.openstack.org/openstack/vmware-nsxlib,b990e0a5474d57057b184048b7f0adbc0d9a2881,https://github.com/rdo-packages/vmware-nsxlib-distgit.git,9ef56a09c7a1b4def3f686ebd5ee887faa596600,SUCCESS,1481125881,python-vmware-nsxlib-0.4.0-0.20161207155300.b990e0a.el7.centos
python-networking-bigswitch,git://git.openstack.org/openstack/networking-bigswitch,b244d09fbb67cc5539fbb4215a435114cdec7f39,https://github.com/rdo-packages/networking-bigswitch-distgit.git,f923e19e3414e0f41da22dc5e502cbea4204dc3b,SUCCESS,1479299947,python-networking-bigswitch-7.0.5-0.20161116123928.b244d09.el7.centos
python-networking-ovn,git://git.openstack.org/openstack/networking-ovn,32d868ede2341a498094d4616e4c0dd6553fb8f3,https://github.com/rdo-packages/networking-ovn-distgit.git,c56f74905d5e4976e9df5497158deb1f36cc3ae6,SUCCESS,1481119512,python-networking-ovn-2.0.0-0.20161207140653.32d868e.el7.centos
python-networking-cisco,git://git.openstack.org/openstack/networking-cisco,2f38c25742296f07ab80479c152504353da0a1d4,https://github.com/rdo-packages/networking-cisco-distgit.git,87730e37f2ff953be9b00317d64be67fdecce159,SUCCESS,1481054190,python-networking-cisco-4.0.1-0.20161206195816.2f38c25.el7.centos
python-UcsSdk,git://github.com/CiscoUcs/UcsPythonSDK,bf6b07d6abeacb922c92b198352eda4eb9e4629b,https://github.com/rdo-packages/UcsSdk-distgit.git,f55140164e95d1695c2395297dae2ad64a4f2a31,SUCCESS,1475580402,python-UcsSdk-0.8.2.5-0.20161004112702.bf6b07d.el7.centos
python-ironic-cisco,git://git.openstack.org/openstack/cisco-ironic-contrib,b918a5af7a75c25f4b354125ce32a3a0dbe180c4,https://github.com/rdo-packages/cisco-ironic-contrib-distgit.git,4caa3c9cb42bbff8a722fbc3264851e452ed9086,SUCCESS,1475580475,python-ironic-cisco-0.0.1-0.20161004112813.b918a5a.el7.centos
openstack-tripleo-puppet-elements,git://git.openstack.org/openstack/tripleo-puppet-elements,a0f82613ea2050a69a0731126559ac80229447fc,https://github.com/rdo-packages/tripleo-puppet-elements-distgit.git,9c2c2a7ce027b9ea0d782e74bc24e5a9f7d416df,SUCCESS,1481280232,openstack-tripleo-puppet-elements-6.0.0-0.20161209104530.a0f8261.el7.centos
python-os-brick,git://git.openstack.org/openstack/os-brick,e016afb78cfd44cdc1fb77012814ca4cf8a8b9d3,https://github.com/rdo-packages/os-brick-distgit.git,f2819f3cc2159cd5348e1464ac24492a1198dcbd,SUCCESS,1480351405,python-os-brick-1.8.0-0.20161128164357.e016afb.el7.centos
python-hardware,git://github.com/redhat-cip/hardware.git,f6492106beca1ba4c2f824e7fc816e917f989aa1,https://github.com/rdo-packages/hardware-distgit.git,baa8f999d0a8d15995be98c18f591041f33a29cb,SUCCESS,1481299597,python-hardware-0.18.1-0.20161209160919.f649210.el7.centos
python-keystoneauth1,git://github.com/openstack/keystoneauth,3e2ea6a9ccfb260fc21a7e49b863a5e778c743f1,https://github.com/rdo-packages/keystoneauth1-distgit.git,9fdefa0629ff103b1c25ea5f8d23cb0a5dae9011,SUCCESS,1481125020,python-keystoneauth1-2.16.0-0.20161207153835.3e2ea6a.el7.centos
openstack-rally,git://git.openstack.org/openstack/rally,e8388e24f78671ffc4bd2452fc4d206718ce1237,https://github.com/rdo-packages/rally-distgit.git,a9dacb56a2a241d95d87be7b31cb017746b079ec,SUCCESS,1481279990,openstack-rally-0.7.1-0.20161209104146.e8388e2.el7.centos
openstack-tempest,git://github.com/redhat-openstack/tempest.git,a381df575db9dccd9275297fa6679ab0793e40e7,https://github.com/rdo-packages/tempest-distgit.git,7e764b3d52403c66909d35ff06104fa67c1a8191,SUCCESS,1480689406,openstack-tempest-13.0.1-0.20161202143827.a381df5.el7.centos
python-tempest-lib,git://git.openstack.org/openstack/tempest-lib,781aec763e6f46f070c960e5e19a4c0d5be1ecb8,https://github.com/rdo-packages/tempest-lib-distgit.git,e7e2b8a73b4b6b624142ab080dd9fd1dbf404daa,SUCCESS,1478086843,python-tempest-lib-1.0.0-0.20161102114111.781aec7.el7.centos
python-os-testr,git://git.openstack.org/openstack/os-testr,0de62e38e6c833471bee690c4e5a0375ee609fca,https://github.com/rdo-packages/os-testr-distgit.git,4f4b263d6d451bfc32b7efb20b0138273cff8470,SUCCESS,1475528368,python-os-testr-0.8.0-0.20161003205947.0de62e3.el7.centos
python-proliantutils,git://git.openstack.org/openstack/proliantutils,dfff9e6564ce59c7d7240ab581695008e9506fd9,https://github.com/rdo-packages/proliantutils-distgit.git,314710fc3af41e3000ed7c27c12d320f5cea8c0b,SUCCESS,1480578882,python-proliantutils-2.1.12-0.20161201075613.dfff9e6.el7.centos
python-dracclient,git://git.openstack.org/openstack/python-dracclient,aa25303e3d5aa10d0c115881560e7bd055cab42a,https://github.com/rdo-packages/dracclient-distgit.git,b1f2d7cd678e12210bed2f398190df1115beb634,SUCCESS,1479503745,python-dracclient-1.0.1-0.20161118211605.aa25303.el7.centos
python-mistralclient,git://git.openstack.org/openstack/python-mistralclient,1dcfc2c096a4610d63611bfd7d98687f3e5e2da4,https://github.com/rdo-packages/mistralclient-distgit.git,479f3a9906edf0fc81ec2469839dd8b5a3399f85,SUCCESS,1481125201,python-mistralclient-2.1.2-0.20161207154141.1dcfc2c.el7.centos
openstack-mistral,git://git.openstack.org/openstack/mistral,317e4f333e2c469b74c417c1e0ef4c8af197435a,https://github.com/rdo-packages/mistral-distgit.git,a6b8186ae99dca2a399c68c6f6cc7fb1f542a6a6,SUCCESS,1481284164,openstack-mistral-4.0.0-0.20161209115108.317e4f3.el7.centos
python-requestsexceptions,git://github.com/openstack-infra/requestsexceptions,19ee96965ad3b3122571bc2eee2620f8eed1ba88,https://github.com/rdo-packages/requestsexceptions-distgit.git,6be3f1d8ba5ddc24e2036de8c07700646ab5252f,SUCCESS,1475528437,python-requestsexceptions-1.1.3-0.20161003210055.19ee969.el7.centos
openstack-app-catalog-ui,git://git.openstack.org/openstack/app-catalog-ui,4f5e9f658b309b361f0148945a0a1ae63621090d,https://github.com/rdo-packages/app-catalog-ui-distgit.git,f20939e227326a765e72a824a0fd3f573b81e64c,SUCCESS,1481479921,openstack-app-catalog-ui-1.0.1-0.20161211181337.4f5e9f6.el7.centos
openstack-mistral-ui,git://git.openstack.org/openstack/mistral-dashboard,91fac9f1b1b21aebc5472e995486f871fe5349bd,https://github.com/rdo-packages/mistral-dashboard-distgit.git,be666d13afc744ce22de0b2ae130fb43c97d3a4b,SUCCESS,1481190712,openstack-mistral-ui-4.0.0-0.20161208095215.91fac9f.el7.centos
openstack-magnum-ui,git://git.openstack.org/openstack/magnum-ui,a1c0bdfd8df9902938a822b5816e6b5a21af92d6,https://github.com/rdo-packages/magnum-ui-distgit.git,d53bafe9ae1bff3927c87a702a719889fbe0bb3c,SUCCESS,1481320486,openstack-magnum-ui-2.1.1-0.20161209215621.a1c0bdf.el7.centos
python-tooz,git://git.openstack.org/openstack/tooz,5f905c86c9983338636eeaeaf13865230c488007,https://github.com/rdo-packages/tooz-distgit.git,046aaf6c5b389b726970812a47528afb656125c9,SUCCESS,1481206609,python-tooz-1.46.0-0.20161208141824.5f905c8.el7.centos
python-magnumclient,git://git.openstack.org/openstack/python-magnumclient,14dfc7d61664b03d2b7bed74dd032c60a0d86a19,https://github.com/rdo-packages/magnumclient-distgit.git,c0b465617f93cd153bc7578bde693f2aa6fbd730,SUCCESS,1478601776,python-magnumclient-2.3.1-0.20161108104324.14dfc7d.el7.centos
python-congressclient,git://git.openstack.org/openstack/python-congressclient,3350e117da864ee1716edfab455aa39d18ebfe4d,https://github.com/rdo-packages/congressclient-distgit.git,2dc0103d448a710ff10c0889045f6ead513ca6ac,SUCCESS,1475581519,python-congressclient-1.5.0-0.20161004114538.3350e11.el7.centos
python-muranoclient,git://git.openstack.org/openstack/python-muranoclient,2600d963ff909578b796f4faa6d72382b4156261,https://github.com/rdo-packages/muranoclient-distgit.git,b53b3c3ebbe1feed0352622f1f512ea2dc486585,SUCCESS,1478528541,python-muranoclient-0.11.1-0.20161107142245.2600d96.el7.centos
openstack-murano,git://git.openstack.org/openstack/murano,9a8b0d6f0a64c187599263a83adee9ce3e42074e,https://github.com/rdo-packages/murano-distgit.git,3a6f901d75e30e12cf1cc2e244403c6b650e1322,SUCCESS,1481166306,openstack-murano-3.0.0-0.20161208030706.9a8b0d6.el7.centos
openstack-murano-agent,git://git.openstack.org/openstack/murano-agent,2c00a772d4539098701d14b66ac1fb02e806e4b1,https://github.com/rdo-packages/murano-agent-distgit.git,86f8aa631c89e84be708803bbaf795deec00bdc6,SUCCESS,1480729308,openstack-murano-agent-3.0.0-0.20161203014338.2c00a77.el7.centos
openstack-murano-ui,git://git.openstack.org/openstack/murano-dashboard,e601b256b3cd602f65515e335dc26e453547c66b,https://github.com/rdo-packages/murano-dashboard-distgit.git,f41192f73243ffd00b8336b51467b88b6916de89,SUCCESS,1481316548,openstack-murano-ui-3.0.0-0.20161209205138.e601b25.el7.centos
python-reno,git://git.openstack.org/openstack/reno,50c6ed36be4219c24dbfe2c268d26c0b79663cfe,https://github.com/rdo-packages/reno-distgit.git,e3ac8e17d996d365fdc1a64ec5d6daf7a196e648,SUCCESS,1475528575,python-reno-1.8.0-0.20161003210313.50c6ed3.el7.centos
python-k8sclient,git://git.openstack.org/openstack/python-k8sclient,a2169399ae279d2773d62d5716b551df1c31de1b,https://github.com/rdo-packages/k8sclient-distgit.git,d0b481cdb90db8a9b36614fe92a0dfddb3d1d11c,SUCCESS,1475569470,python-k8sclient-0.3.0-0.20161004082452.a216939.el7.centos
python-microversion-parse,git://git.openstack.org/openstack/microversion-parse,1f6eac7c3df048679663919f75c2bcecd3e183a2,https://github.com/rdo-packages/microversion-parse-distgit.git,65fa02a4ec2aa7b4ca19f827c2c1a9f9df939f3b,SUCCESS,1475581211,python-microversion-parse-0.1.4-0.20161004114030.1f6eac7.el7.centos
python-osc-lib,git://git.openstack.org/openstack/osc-lib,5099a55fa6377fba54b477cff7304ddaafa6df78,https://github.com/rdo-packages/osc-lib-distgit.git,21dc2f5a33d93162e394fcd13e418d6388288c76,SUCCESS,1479121764,python-osc-lib-1.2.0-0.20161114110944.5099a55.el7.centos
python-horizon-tests-tempest,git://git.openstack.org/openstack/tempest-horizon,b6f352de92a3f1a588e88afac936ec230592947f,https://github.com/rdo-packages/tempest-horizon-distgit.git,c866db32f991b75b7ac4016e7f394dec105f7ba4,SUCCESS,1475582003,python-horizon-tests-tempest-0.0.1-0.20161004115342.b6f352d.el7.centos
python-os-vif,git://git.openstack.org/openstack/os-vif,88c21d7d69905308f021c7546609b9c30b761806,https://github.com/rdo-packages/os-vif-distgit.git,aebfd8481c0fe61b5fc69cc0d4291ec632adb1d8,SUCCESS,1478255675,python-os-vif-1.3.0-0.20161104103455.88c21d7.el7.centos
openstack-sahara-tests,git://git.openstack.org/openstack/sahara-tests,af2b3b85e825bea73fea699e35206a2eb1338265,https://github.com/rdo-packages/sahara-tests-distgit.git,b6aab5a8bee149764d4d2d96302a7bb1cff49884,SUCCESS,1481441114,openstack-sahara-tests-0.3.1-0.20161211072654.af2b3b8.el7.centos
python-os-faults,git://git.openstack.org/openstack/os-faults,59b24896741e8c959cbd16203903b50167a82cf9,https://github.com/rdo-packages/os-faults-distgit.git,ae5742d958c8499e5ac42826e8bbe2961d06abdd,SUCCESS,1481296245,python-os-faults-0.1.8-0.20161209151223.59b2489.el7.centos
python-networking-bagpipe,https://github.com/openstack/networking-bagpipe,93b58b5759ed10e24ce19b8d19484bdc42d683d8,https://github.com/rdo-packages/networking-bagpipe-distgit.git,48a18c2af837969c4432d6c287aff4579cbc7c1e,SUCCESS,1481247328,python-networking-bagpipe-5.0.1-0.20161209013550.93b58b5.el7.centos
python-virtualbmc,git://git.openstack.org/openstack/virtualbmc,7574e4c62a72cd72a278f7a682581d809e435cf3,https://github.com/rdo-packages/virtualbmc-distgit.git,89da3894194be8cafc7f9106a8f43dd10c4143fa,SUCCESS,1481219329,python-virtualbmc-0.1.1-0.20161208175025.7574e4c.el7.centos
python-networking-bgpvpn,git://git.openstack.org/openstack/networking-bgpvpn,2021bf4571c34581528e97a8aaa6ce9441ec231e,https://github.com/rdo-packages/networking-bgpvpn-distgit.git,52766f731016434723903f60961789458e97ad16,SUCCESS,1480944035,python-networking-bgpvpn-5.0.1-0.20161205132212.2021bf4.el7.centos
